"Business Name","Website","Phone","Redeem Type"
"עיניים","https://www.einayim.com","02-6515212","In-store"
"עיסוי רפואי- מרדכי בורודטי","https://lee.co.il/b/LRj3e?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0587181770","In-store"
"עלהבוקר- מתחם וולנס","https://alaboker.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0502458594","In-store"
"עלטה","https://www.facebook.com/profile.php?id=61563987928172","0542092104","In-store"
"עליזהל'ה","https://alizaleh.co.il/?utm_source=buyme&utm_medium=giftcard&utm_campaign=pagelink","0585326487","Online"
"עלמה","https://alma-wellness.co.il/","052-6840356","In-store"
"עצמל'ה","https://www.etzmaleh.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0542229670","In-store"
"ערסלו'ס","https://www.arsalos.com/","058-4190292","In-store"
"פאנקי פיש מתנות חוויתיות","https://il.funkyfish.com/?gclid=Cj0KCQiAt8WOBhDbARIsANQLp96v8xfUiTFdhd4hk0lEIw-zxE2KeXT0fy5Lors8sbdGOokpYaXF3_YaAjNAEALw_wcB&utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-8987543","Online"
"פאפאגאיו ירושלים","https://papagaiojerusalem.rest.co.il/","02-6745745","In-store"
"פארוק בשוק","https://faruk-bashuk.co.il/","03-6515670","In-store"
"פארק מיני ישראל","http://www.minisrael.co.il/","1-700-559-559","In-store"
"פודסטפס","https://foodsteps.co.il/product-category/%D7%A1%D7%93%D7%A0%D7%90%D7%95%D7%AA-%D7%91%D7%99%D7%A9%D7%95%D7%9C/?gad_source=1&gad_campaignid=24134189677&gbraid=0AAAAADspVa9yUFoS9MVk2S0f0tiw5yWmr&gclid=CjwKCAjwqc_UBhBKEiwAWbl25v2Tk-Fic8Jowk-xFZLxN1VgLPol6F5vSa0qbQPULvNmDVW8gY_u_xoC-nkQAvD_BwE/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","⁦0 54-931-6274⁩","Online"
"פונדק הצלבנים קיסריה","https://hazalbanim.co.il/","04-636-1679","In-store"
"פונדק עין כרם","http://www.rol.co.il/sites/pundak-ein-karem/","02-6431840","In-store"
"פונפוני","https://www.ponponi.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0522418573","Online"
"פוסידון","https://www.posidon.co.il/","050-8551730","In-store"
"פוקצ'ה בר","http://bar.focaccia.co/index.php?p=restaurant","02-6256428","In-store"
"פטלינה","https://www.petelina.co.il/","03-648-3221","In-store"
"פיצ'פונים","http://pichponim.co.il/","0528368017","In-store"
"פיצה סטורי","https://pizza-story.co.il/?page_id=200","3606*","In-store"
"פיצה פורטו","http://pizzaporto.co.il/","038000888","In-store"
"פלה דה תה","http://www.palaisdesthes.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5221317","Online"
"פלמינגו ספא","http://flamingospa.co.il/#1","052-883-0083","In-store"
"פלנט באולינג וסיטי באולינג","https://www.planetbowling.co.il/price-list","09-7672442","In-store"
"פנינה רוזנבלום","https://www.rosenblum.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-9522250","Online"
"פפאיה","https://www.papaya.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-6811168","Online"
"פראנה","https://pranayoga.co.il/","03-5710660","In-store"
"פרדס סדנאות ליצירה בעץ","https://prj.co.il/","054-7704748","In-store"
"פרה פרה-מסעדת בשרים","http://pararest.co.il","08-9398220","In-store"
"פרי גנך","https://pri-ganech.co.il/?gclid=CjwKCAjw-7OlBhB8EiwAnoOEk7KoPxjrxsDabjk87QBB3q67-2O2_Dr1MgNHMrWeQn-aXv6lYY1QwhoCA7AQAvD_BwE","1-700-500-414","In-store"
"פרימה","http://www.prima.co.il","03-9533803","In-store"
"פרלינים- שוקולד זה מתנה","https://www.perlinim.co.il/","054-7760125","In-store"
"פרש קפה","https://www.parash-coffee.com/","02-6417389","In-store"
"פתאל","https://www.fattal.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","3222*","In-store"
"פתורה","https://www.ptora.co.il//?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","08-6881168","Online"
"צ'אקולי","","03-6564740","In-store"
"צ'ימיגג","https://chimigag.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","02-6255388","In-store"
"צ'ירז","https://cheers.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","-","Online"
"צ'רלי בננה","http://charlie-banana.co.il/","054-4811450","In-store"
"צימר חן","https://www.zimmerhen.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0546617866","In-store"
"צימרים גן העדן של ליאורה","https://www.zimmer-had-nes-hagolan.co.il/","054-4995094","In-store"
"ציפורלה","http://www.tziporela.com","077-7110885","In-store"
"צמר שטיחים יפים","https://tzemer.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-7837713","Online"
"צעדים ראשונים","https://www.first-steps.co.il/he/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","09-7902306","Online"
"צעצועי עוזי","https://uzi-toys.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","09-9561003","Online"
"צפון אברקסס","https://northabraxas.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5166660","In-store"
"קאלמה ספא","https://calmaspa.co.il/","03-6854777","In-store"
"קאנטרי שיק","https://countrychic.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-9579575","Online"
"קבוצת אסתי לאודר, MAC בובי בראון","","03-7770888","In-store"
"קבוצת גוצ'ה","http://www.goocha.co.il/","03-5222886","In-store"
"קבוצת מחניודה","http://www.machneyuda.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","02-5333442","In-store"
"קבוצת Golf","http://www.golfgroup.co.il/","077-6047006","In-store"
"קבוצת IBBG- אולם תצוגה","https://www.bugaboo-distributor.co.il/","03-5407999","In-store"
"קבוצת story","https://www.storyonline.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5330911","Online"
"קולומביה, שבילים ואווטסיידרס","https://columbia.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-6557555","Online"
"קולנוע יפו","https://www.jaffacinema.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-8708099","In-store"
"קולנוע לב","http://www.lev.co.il/","5155*","Online"
"קונדיטוריית שני","https://shanybakeryonline.co.il/","04-8641056","In-store"
"קונדיטורית טיבי","https://tibi-coffee.business.site/","04-8312106","In-store"
"קופינאס","http://www.kofinas.co.il/","097722672","In-store"
"קופסא מהשוק - BY חן קורן","https://boxfromjerus.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0507875684","Online"
"קיוטו נאי ראשון לציון","https://www.kyoto-nei.co.il/","03-6824046","In-store"
"קימל בגלבוע","https://kimmelbagilboa.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","04-6895566","In-store"
"קיפצובה","http://www.kiftzuba.co.il","02-5347652","In-store"
"קל גב","https://kalgav.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","08-8692730","Online"
"קלאב מרין","https://www.clubmarine.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","09-886-2191","In-store"
"קמפאי & CHI CHI","https://kampai.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","08-6655999","Online"
"קמפאי סטריט ווק","https://kampaistreetwok.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","*5835","Online"
"קפאסה","https://kepasa.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","08-6655122","Online"
"קפה 65","https://www.atlas.co.il/heb/cafe-65?gclid=CjwKCAjw_MqgBhAGEiwAnYOAevAUZ1sNOfhiDJj3PdoqB0BoIbN2I0rclIxvennqcwAZeNmmnNvJkxoCLF0QAvD_BwE","03-7677675","In-store"
"קפה אוסישקין","https://ussishkin.co.il/","04-6100001","In-store"
"קפה אופטימי","https://cafeoptimi.co.il/","08-6376510","In-store"
"קפה אניצ'ה","https://www.anicca.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","077-3034144","In-store"
"קפה בוקה","https://www.bucke-cafe.com/","054-7008808","In-store"
"קפה בסיבוב","https://www.facebook.com/cafe.basivuv/?locale=he_IL","050-7775857","In-store"
"קפה בקסטייג'","https://www.atlas.co.il/heb/backstage-cafe","-","In-store"
"קפה דיזנגוף","http://www.rol.co.il/sites/dizengof-cafe/","03-6292408","In-store"
"קפה הצבי","","04-659-5222","In-store"
"קפה זוריק","https://www.cafezorik.co.il/","03-6048858","In-store"
"קפה זליק","http://cafezelik.co.il/","03-73112222","In-store"
"קפה מרקט האוס","https://www.atlas.co.il/heb/market-house-tel-aviv?gclid=CjwKCAjw_MqgBhAGEiwAnYOAel-DQZPc_2qjcG_SF87kczYHPI4Q9z4uFVHWURfOk5lrqcl-EEQfOxoC_zkQAvD_BwE","-","In-store"
"קפה נאפו","https://www.cafenapo.co.il/","03-6989819","In-store"
"קפה נואר","https://www.cafenoir.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5663018","Online"
"קפה סוזאנה","https://www.suzanatlv.co.il/","03-5177580","In-store"
"קפה סלבדור","http://www.wafflefactory.co.il/","6643*","In-store"
"קפה פרנצ'וק","https://www.facebook.com/pg/franchook/about/?ref=page_internal","077-2056789","In-store"
"קפה רבי","https://www.facebook.com/Cafe.Rabi.TLV","073-3245731","In-store"
"קשרי תעופה","https://www.kishrey-teufa.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5205020","In-store"
"רביבה וסיליה","https://www.revivaandcelia.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5400179","In-store"
"רהיטי קיסר","https://ergonomicoffice.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","072-3319650","Online"
"רוזה אשדוד","https://rozaashdod.co.il/","08-6181717","In-store"
"רוזנבאום תכשיטים","https://www.rozenbaumj.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0543452454","Online"
"רויטל כהן- האקדמיה לנומרולוגיה","https://itsrevitalcohen.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0522942302","Online"
"רוסטיקו","http://rustico.co.il/","03-6026969","In-store"
"רועי אלבה","https://roeielba.art/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-7637888","Online"
"ריביירה ספא","https://riviera-spa.co.il/","073-7692627","In-store"
"ריטה מיסיוק","https://ritamisiuk.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0527343365","In-store"
"ריסטרט לאמהות","https://www.restart4us.com/","054-7738222","In-store"
"ריקושט","http://www.rikushet.co.il/","04-6226420","In-store"
"רפטינג נהר הירדן","http://www.rafting.co.il","04-9007000","In-store"
"רשת דארלן","http://www.darlain.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5360645","Online"
"רשת למטייל","http://www.lametayel.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","077-3334579","Online"
"רשת לנדוור","https://www.landwercafe.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-7311311","In-store"
"רשת מכלול","https://michlol.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","‏04-8322970‏","In-store"
"רשת מלונות גרנד הוטלס","https://www.grandhotels.co.il/","03-5433333","In-store"
"רשת מלונות ישרוטל","https://www.isrotel.co.il/","*5585","In-store"
"רשת מלונות מטיילים","https://www.travelhotels.co.il/","04-6883040","In-store"
"רשת סושי רחביה","http://www.sushirehavia.co.il/","02-5667477","In-store"
"רשת צומת ספרים","https://www.booknet.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","08-9236565","In-store"
"רשת Bגוד","https://www.bgoodonline.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","1-700-702767","Online"
"רשת Homestyle","https://www.homestyle.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-3749040","In-store"
"שבלול ג'אז","http://www.shabluljazz.com","03-5461891","In-store"
"שבתאי פיצה ובירה","https://www.shabtaipizza.co.il/","*4560","In-store"
"שגב","https://www.segevchef.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","077-4142025","In-store"
"שגית","https://sagit-gifts.co.il/","052-808-8064","In-store"
"שופרא","https://www.shoofra.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5621235","Online"
"שוק EAT","https://www.shukeat.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","072-3384190","In-store"
"שוקה TLV","https://www.shuka-tours.com/","050-3911113","In-store"
"שיחות עם הברמן","https://www.talksbar.com/","051-5426050","In-store"
"שילב","http://www.shilav.co.il/","03-5775111","Online"
"שילה הקדומה","https://www.a-shiloh.co.il/","02-5789111","In-store"
"שירי","http://www.shiri-sleep.co.il/","050-7919871","In-store"
"שירי רז","https://www.sr-styling.com/","0544368833","In-store"
"שירלי מרכז אומנויות","https://shirlyart.co.il/","052-2505706","In-store"
"שישקו","https://www.shishko.co.il/","073-7590937","In-store"
"שלומית אופיר","https://shlomitofir.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","077-4006725","Online"
"שני יעקובי","https://shanijacobi.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","-","Online"
"שקדיה","https://www.shkedya.co.il/","03-3811576","In-store"
"שקם אלקטריק","https://www.shekem-electric.co.il//?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-2398701","In-store"
"שר המשקאות","http://www.mashkaot.co.il?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-9271600","Online"
"שרינה שוקולד","http://www.sarina-chocolate.co.il/","077-5255370","In-store"
"שרנא ספא הרצליה","http:// www.saranaclub.co.il","077-9975777","In-store"
"ששון - אחוזה חיפה","http://www.sasson-bar.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","04-6306234","In-store"
"תאי צ'ו","https://www.thai-chu.com/","054-3550456","In-store"
"תות וניל","http://www.tutvanil.com","054-4477544","In-store"
"תות תקשורת - אלון גל","https://www.tut-coach.com/","03-6091399","In-store"
"תחביבן","https://takhbivan.co.il//?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-7207201","Online"
"תיאטרון באר-שבע","http://www.b7t.co.il/","2690*","In-store"
"תיאטרון הבימה","https://www.habima.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-6295555","In-store"
"תיק התיקים","http://www.tikhatikim.co.il?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-9037774","Online"
"תכשיטי דנון","https://danon-jewellery.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-7977990","Online"
"תכשיטי חביב","https://havivjewelry.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-5999088","Online"
"תכשיטי MI-ALMA","https://mi-alma.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-5440404","In-store"
"תמר שיין פז","https://tamarshainpaz.co.il/","052-3879796","In-store"
"A DAY IN A LIFE","https://adayinalife.com/","052-263-9447","In-store"
"Aberto","http://www.aberto.co.il/","08-6680066","In-store"
"Abraham Hostel","https://abrahamhostels.com/tel-aviv/he/","03-6249200","In-store"
"Adam Hotels","https://adam-hotels.com/","073-3977070","In-store"
"ADAMA","http://www.studioadama.com","0545756108","In-store"
"adidas","http://www.adidas.co.il/he?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-6505321","In-store"
"ADSEA","https://adsea.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-7255367","Online"
"Aerie","http://www.ae.com/aerie/index.jsp?catId=cat4840006","039051740  ","In-store"
"Afrodita","https://www.afrodita.co.il","08-9330568","Online"
"agenda","https://agendarest.co.il/","04-6262092","In-store"
"AHAVA","https://www.ahava.co.il/","shopisrael@ahava.com","In-store"
"AIMEE","https://aimeetlv.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-7202717","Online"
"AIRTLV","https://humi.co.il/en/airtlv-eng/?utm_source=cpc&utm_medium=cpc&reffrom=google_ads&gclid=Cj0KCQjw2qKmBhCfARIsAFy8buJEbDimJDqt9wCLvuo8-XrVHYcyyHmhpUv57y_bTaZjpvnEPb4-ajsaAi_tEALw_wcB","050-2004883","In-store"
"ALALI","https://alalitlv.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0509077811","In-store"
"ALAYA POLEG","https://www.alayapoleg.com/?utm_source=MAVEN&gad_campaignid=20032487938&gclid=Cj0KCQiAq7HIBhDoARIsAOATDxBfcSSaqnh-PQ19DSk4u8-24yDrgZYbMcVNUxAlBAhp4RV_2KjyY3saAmQeEALw_wcB&gbraid=0AAAAApkGuDrEU1FvDK6FM0B9hKHzU57x6&utm_campaign=BRAND&gad_source=1&utm_medium=GOOGLE","0509543033","In-store"
"ALBI HOTELS","https://albihotels.com/","02-5909412","In-store"
"ALDO","https://www.aldoshoes.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","02-5350701","Online"
"Alef Alef","https://www.alefalef.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0546719830","Online"
"ALLSAINTS","https://storyonline.co.il/","03-9112318","In-store"
"Alltech","https://www.alltech.co.il/","03-9213535","In-store"
"almaré","https://www.almareofficial.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0508489477","Online"
"Alonella","https://alonella.co.il/","054-5991125","In-store"
"ALTRA","https://altrarunning.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0549192611","Online"
"AMA-LURRA","https://ama-lurra.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0773214063","Online"
"American Eagle","http://www.aeo.co.il/","039051740  ","In-store"
"Ananda Spa","https://anandaspa.co.il/","-","In-store"
"Anat Friedman","https://anatfriedman.com/","02-5336946, 0548939494","In-store"
"antonyoni","https://antonyoni.com/workshops/?v=88588bacf0da","050-64772827","In-store"
"APRIL","https://www.april.co.il/","1-700-70-11-33","In-store"
"Arcaffe","https://www.arcaffe.co.il/","03-7556888","In-store"
"ARCOSTEEL KITCHEN","https://www.arcosteel.co.il/html5/?_id=12970&did=10326&G=12970","03-5181558","In-store"
"ARDO","https://ardo.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","09-7902306","Online"
"Art Time","https://arttime.co.il/","050-5900994","In-store"
"ARTERRA","https://artedterra.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0502626293","Online"
"ASA Izakaya","https://ontopo.com/en/il/page/99180045","073-26655555","In-store"
"ASAF & TOMER","https://www.asafandtomer.co.il/?utm_source=&utm_medium=&utm_campaign=","0543510602","In-store"
"ASK Q","https://www.askqbynoa.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","053-3544716","Online"
"Assemblage Boutique Hotel","https://assemblageboutiquehotel.com/","077-7066760","In-store"
"ATA","https://atawear.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-8060427","Online"
"Axe and Co","https://axenco.co.il/","055-7051074","In-store"
"AYUCHKA","https://he.ayuchka.com/","054-5522775","In-store"
"BABY BREZZA","https://babybrezza.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-2502601","Online"
"BABY MIT MIT","http://www.babymitmit.com/","050-6576798","In-store"
"BABY STORY","https://babystory.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-3222265","Online"
"Babybjorn","https://www.babybjorn-israel.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","‎03 5407999","Online"
"Babystar","https://www.baby-star.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","1-700-555-666","Online"
"Balaguna","","054-3051127","In-store"
"BalleriMa","https://momhug.wordpress.com/","052-3357227","In-store"
"BARBIZ","https://barbiz.shop/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0549966667","Online"
"BARCOM","http://www.barcom.co.il/","1700704700","In-store"
"BAYTON","https://www.globalonline.co.il/brands/bayton?gad_source=1&gad_campaignid=22804363660&gbraid=0AAAAACKoOz9ZUTXsbRwy14el3aPMTrahK&gclid=Cj0KCQjwmYzIBhC6ARIsAHA3IkS7ouIEHRWEgn-j8NUt5jEPHcBWs9K2W-A214XcxbG5SOpv7eONq3gaAnCMEALw_wcB","03-3733188","In-store"
"bbhugme","https://bbhugme.co.il//?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0542502601","Online"
"Be Tel Aviv Tours","http://www.betelavivtours.com","052-6458779‏","In-store"
"Beer Garden","https://www.beergarden.co.il/","03-6544334","In-store"
"Belago איטלקית באגם","https://belago.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","035449977","In-store"
"Biamba","https://biamba.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0777298846","Online"
"Biliblond","https://biliblond.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","-","Online"
"Billabong","http://www.boardshop.co.il/","039051740  ","In-store"
"BIMBA Y LOLA","https://chozen.co.il/","-","In-store"
"Bina & Bino","https://www.binaandbino.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-5015022","Online"
"BLUEBERRY","https://blueberrytlv.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","info@blueberrytlv.co.il","Online"
"Boardriders","https://www.boardriders.com/","03-9050214","In-store"
"BOBBI BROWN","https://www.bobbibrown.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-7770888","In-store"
"Body and Soul","http://www.soulandbody.co.il/","08-6373861","In-store"
"Bodymotion","https://bodymotion.co.il/","039595355","In-store"
"BOGART","https://bogart.co.il/?srsltid=AfmBOoqgbT5NbribOjJgRBphPSL_iSl2EI8GaiwhzZRI12d_0T6WPg1V","1-700-55-66-85","In-store"
"BONIC","https://bonic.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0549925808","Online"
"BOOLCACTUS","https://www.boolcactus.com","052-6205235","In-store"
"BOOSA & CO","https://boosa.co/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-3819223","Online"
"Box and bellz","https://boxandbellz.com/he/home","053-4300167","In-store"
"Brainit","http://brainit.co.il/","072-3923987","In-store"
"BRANT","https://www.brant-studio.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0524414005","Online"
"Brasseri 18","https://brasstlv.co.il/","03-5472548","In-store"
"BRETONNE","https://bretonne.co.il/","03-6358221","In-store"
"BROWNIE","https://chozen.co.il/brands/brand/brownie.html","03-5711936","In-store"
"Bugaboo","https://www.bugaboo-distributor.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","‎03 5407999","Online"
"BUMPERS","https://bumpersisrael.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-8222116","Online"
"Buona Casa","https://buonacasa.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-6376374","Online"
"Burger Box כפר עציון","https://www.burger-box.co.il/","9489*","In-store"
"Burger King","https://www.burgerking.co.il/","0522865116 whatsapp בלבד","In-store"
"BuyCarpet","https://www.buycarpet.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","09-7444958","Online"
"byMemmis","https://bymemmis.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0543971722","Online"
"BYNETA","https://byneta.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","039004700","Online"
"C. baby group","https://cbabygroup.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-5028581","Online"
"CADABRA","https://www.yaarit-jewelry.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-6618919","Online"
"CAFE MAYER","https://www.facebook.com/cafemayer.tlv/","03-5225622","In-store"
"Cafe Popular","https://www.cafepopular.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5552020","In-store"
"CAFE TAIZU","https://www.taizu.co.il/lunchmenu/%d7%a7%d7%a4%d7%94-%d7%98%d7%90%d7%99%d7%96%d7%95/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","077-2302509","Online"
"Callisto Art","https://callisto-art.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-4588596","Online"
"CALZEDONIA","https://interfashion.co.il/pages/calzedonia?srsltid=AfmBOorNaRx-DBby3sR3BWZNGMALMM5UYOZj--qQCkU4p1-bNLpwAM7q%2F%3Futm_source%3Dbuyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-9725058","In-store"
"Camel Mountain","https://www.camelmountain.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5166336","Online"
"Candid","https://www.candid.co.il/","050-7656580","In-store"
"CANDLE CLUB","https://www.candle-club.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-835-0038","Online"
"CAPRI","https://www.capri.co.il/","036989815","In-store"
"CARLTON Tel Aviv","https://www.carlton.co.il/en/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5201820","In-store"
"CAROLINA LEMKE","https://www.carolinalemke.co.il/","*6882","In-store"
"Carter's/Oshkosh","https://www.cartersoshkosh.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-3737117","Online"
"Casa Bella","http://Casabella.co.il?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","053-4319760","Online"
"Casa Do Brasil - אילת","http://www.casadobrasil.co.il","08-6323032","In-store"
"casa suzanna","https://suzannahotel.co.il/?gad_source=1&gbraid=0AAAAA-0QN83D6xZ00NXv0u6ZyxQwwmp8C&gclid=Cj0KCQjwhYS_BhD2ARIsAJTMMQZkjX2Mi7pAFXxSPg07prewnb_PGZiEQA-7Quyn6QjPE0lMo5l4NAUaArkEEALw_wcB","033811181","In-store"
"CASTRO","https://www.castro.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","1-800-266-066","Online"
"CASTRO HOME","https://www.castro.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","1-800-266-066","Online"
"Ceramora","https://ceramora.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-229-5652","Online"
"CEZAR","https://cezar.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","089465444","In-store"
"charme tlv","https://charmetlv.com/","054-240-0982","In-store"
"chen keidar","https://chenkeidar.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-4860002","Online"
"CHEZ VIVIE","https://ontopo.com/he/il/page/chezvivie?source=instagram","053-5409272","In-store"
